src,mt,labse_score,type,source_file,line_idx,comet_score,llm_decision,llm_reason
You rang me earlier and I came and picked you up from a shopping mall.,你之前打電話給我，我來了，在一家商場接你。,0.7998886108000001,1:1,aligned_ch27.jsonl,186,0.7587523460000001,KEEP,Accurate and natural literary translation.
"You thought about lying, but what was the point?",你想過撒謊，但究竟說什麼好呢？,0.881409049,1:1,aligned_ch26.jsonl,32,0.7589658499,KEEP,Appropriate colloquial translation preserving core meaning.
"He sits back down as the wedding footage ends and then it’s back to today’s crime scene, cops moving around in the background, somebody in a suit carrying a fat metal briefcase, somebody with a camera hanging around their neck while they reach into a bag for a different lens.",婚禮錄像結束后，他坐了回去。電視畫面重新顯示著今天的案發現場，警察在來回走動，一個穿西裝的男人背著個有金屬配飾的公文包，另一些脖子上掛著相機的記者正在包里摸索著鏡頭。,0.7963085771,1:2,aligned_ch24.jsonl,87,0.7589910626,KEEP,Accurate and natural literary translation with appropriate details.
“Pen name?”,「筆名？」,0.9053444862000001,1:1,aligned_ch5.jsonl,137,0.7591228485,KEEP,Direct and accurate translation.
"The blanks will be filled in soon, but basically Eva and Rick have set an earlier date for the wedding to make sure you’re able to participate.",上面的空白頁會補上的。伊娃和瑞克已經將婚禮提前了，這樣確保你能參加。,0.7283561826,1:2,aligned_ch5.jsonl,95,0.7594772577000001,KEEP,Core meaning preserved with natural flow.
He’s a morning person and has never slept past ten o’clock in his life. It can’t be much later than ten o’clock now.,他是一個習慣早起的人，從來沒有超過十點鐘起床，所以現在肯定沒過十點。,0.7844637632,2:1,aligned_ch3.jsonl,62,0.7595627308,KEEP,Accurate and natural literary translation.
"It’s time to sneak out the window, maybe find a bar somewhere and just . . .",現在你需要偷偷爬到窗外，找一間酒吧，只是在那裡小坐一會兒。,0.6851899028,1:1,aligned_ch23.jsonl,12,0.7595796585,KEEP,Accurate and natural literary translation.
“Is she though?” he asks.,「可是，她是不是……」他問。,0.8673251867,1:1,aligned_ch9.jsonl,237,0.7599812746,KEEP,Accurate and natural literary translation.
"The theme of struggling in the morning after waking up also extends to naps. Often you’ll take an afternoon nap, and when you wake up you’ll be confused, yet that tends to only last a few minutes. Sometimes much less than that, fifteen minutes at the most, then you become alert again.”",你通常會午睡，醒來后你的意識也會變得混沌，也會對現狀困惑不已，但往往只持續幾分鐘，有時更短，最多一刻鐘，接著你就能清醒過來。」,0.8175784349,3:1,aligned_ch4.jsonl,103,0.760024488,KEEP,Accurate and natural literary translation.
"No, you haven’t lost day two and day three—in fact you can remember them clearly (though you did misplace your coffee and Sandra found it out by the pool, which is weird because you don’t even have a pool).",不，你沒有漏掉第二天和第三天，其實你對這兩天記憶猶新（比如你把咖啡放錯了地方，桑德拉在游泳池邊發現了它，但你明明記得你家根本沒有游泳池啊）。,0.8649087548000001,1:1,aligned_ch2.jsonl,0,0.7602523565,KEEP,Accurate and natural literary translation.
"Then it comes. “Let me ask you something else,” Mayor says, and his tone is the same, just casually shooting the breeze. “You ever think that a crime writer could outsmart the police?",果然，他的問題接踵而來：「我問你一件事，」梅厄說，他的語氣和剛才一樣，如同閑聊一般，「你有沒有想過，犯罪小說家會比警察更聰明？,0.6936283112,3:1,aligned_ch9.jsonl,131,0.7602716684,KEEP,Accurate and natural literary translation.
"He can’t catch his breath. He’s a fool, a silly fool for wanting to escape the nursing home to prove his innocence because all he’s done is hurt somebody else.",他就是個傻瓜，一個想逃出療養院證明自己清白的傻瓜，可他所做的一切只是傷害別人。,0.6743895411,2:1,aligned_ch16.jsonl,60,0.7603875399000001,KEEP,Core meaning preserved with natural literary flow.
Like what?,「比如呢？」,0.7198492289,1:1,aligned_ch11.jsonl,35,0.7604066730000001,KEEP,Appropriate colloquial translation of 'Like what?'
Like what?,「比如呢？」,0.7198492289,1:1,aligned_ch17.jsonl,18,0.7604066730000001,KEEP,Appropriate colloquial translation of 'Like what?'
Jerry shrugs. “Don’t take it personally.”,傑瑞聳聳肩：「別往心裏去。」,0.746358037,2:1,aligned_ch10.jsonl,73,0.7605651021000001,KEEP,Accurate and natural literary translation.
"“Come on,” she says. “It’s a beautiful spring day.",她說，「多麼美好的春天啊。,0.7791173458,2:1,aligned_ch1.jsonl,162,0.7608029842,KEEP,Accurate and natural literary translation.
"Bradbury said, “It took some man a lifetime maybe to put some of his thoughts down, looking around at the world and life, and then I came along in two minutes and boom!",布拉德伯里說：「有些人需要用畢生的時間記錄自己的思想，他們需要審視周圍的世界和生活，而我用兩分鐘時間就能搞定！,0.8365107179,1:1,aligned_ch1.jsonl,19,0.7608675957000001,KEEP,Accurate and natural literary translation.
He thinks about Suzan and how she doesn’t exist outside the pages of a book he can barely remember writing.,他想著蘇姍，她怎麼可能只活在連他都不記得自己寫過的書中的紙頁上呢？,0.7417455912,1:1,aligned_ch1.jsonl,75,0.7608765364000001,KEEP,Accurate and literary translation preserving core meaning.
So this is day one in your journal.,因此，這是你日記的第一天。,0.8858295083000001,1:1,aligned_ch1.jsonl,14,0.761030972,KEEP,Accurate and natural literary translation.
You left it under the floor and put everything back into place.,你又把它放回地板下，並把所有的東西歸位。,0.88778162,1:1,aligned_ch24.jsonl,30,0.7610921860000001,KEEP,Accurate and natural literary translation.
Sandra came down to the office earlier.,桑德拉來寫作房的時間比以往要早些。,0.6992719173,1:1,aligned_ch26.jsonl,8,0.7611000538,KEEP,Accurate and natural literary translation.
Hans shakes his head before interrupting him.,漢斯搖了搖頭，打斷他的話頭。,0.715334177,1:1,aligned_ch24.jsonl,185,0.7614198923000001,KEEP,Accurate and natural literary translation.
"Far easier than moving a desk out of the way every day. Some of the things you’ve written way back in the past, you’d die of embarrassment if anybody ever found them.",把書稿放在這裏要比每天挪動桌子容易得多，裏面還有你很早以前寫的東西，要是有人讀了你肯定得窘死。,0.8291773796,2:1,aligned_ch6.jsonl,40,0.7614791989,KEEP,Accurate and natural literary translation.
"She would have to take time off work, which would be tough, as there were some cases ready to go to trial, but she would do it.",她還得請假，這很難，因為她還有些案子要上庭，但她還是得請。,0.7540661097,1:1,aligned_ch5.jsonl,14,0.7616032362,KEEP,Core meaning preserved with natural flow.
"She is the absolute best thing that has ever happened to you. She’s beautiful, smart, caring, she always knows the right thing to say. When things are going badly, she is there to talk some sense into you. When the reviews are bad, she’s there to tell you the reviewers don’t know what they’re talking about; when the reviews are good, she’s there to tell you that reviewer is the smartest guy in the world.",娶到桑德拉是你三生有幸，她美麗聰穎，處處為你著想，說話也拿捏有度：遇到低谷時，她會在身邊勸慰你；碰到一些不好的評論，她就說這群評論家簡直不知所云；要是碰到一些讚譽褒獎，她又立馬改口說評論家簡直聰慧絕頂。,0.6696074009,4:1,aligned_ch3.jsonl,8,0.7616578341,KEEP,Accurate and natural literary translation with appropriate tone and meaning.
"Sandra is at anger, coming right off the back of stage one—infidelity.",桑德拉感到怨憤，這怒火都來自第一階段：背信棄義。,0.7421215773000001,1:1,aligned_ch13.jsonl,54,0.7617161870000001,KEEP,Accurate and natural literary translation.
"And poor Jerry, sitting in a nursing home with a feeding tube jammed up his ass because that’s the way she asked them to do it—sure, it cost extra, but it was money well spent because it amused her, the same way Jerry amused her when he got confused or lost.",到時，可憐的傑瑞會坐在療養院里，屁股插著餵食管，她要求他們這樣做的，當然這還需要額外付費，但這錢花得值，因為這讓她愉悅，同樣地，傑瑞犯糊塗或走丟的時候她也會感到愉悅。,0.7796267867000001,1:1,aligned_ch15.jsonl,6,0.7617667913,KEEP,Accurate and natural literary translation.
"“And when they talk to me, they’re going to figure out you’re involved.”",「他們會找我談話，他們會知道這與你有關。」,0.8213514686000001,1:1,aligned_ch32.jsonl,178,0.761854291,KEEP,Accurate and natural literary translation.
"“You took . . . well, you took quite a liking to her.",「你對她特別感興趣……,0.6676607132,2:1,aligned_ch18.jsonl,121,0.7618647814,KEEP,Accurate and natural literary translation.
"That’s how it feels, and the memory of those few days with her lying on the floor are feeling more and more like they belong to somebody else, that they belong to one of the characters I’ve given life to.",就是那種感覺，她躺在地板上那幾天的記憶越來越像是屬於別人的，屬於我曾在書中賦予過生命的某個人物。,0.8153963089,1:1,aligned_ch32.jsonl,28,0.7621476650000001,KEEP,Accurate and natural literary translation.
"You opened the bedroom door, and the world was swaying, and you knew if you found Sandra in there with blood all over the walls, you would scream until your throat tore, until your ears popped, you would scream yourself to death.",你打開卧室門，感覺天旋地轉，要是你發現桑德拉在那裡，牆壁上滿是鮮血，你肯定扯著嗓子尖叫，震耳欲聾，至死方休。,0.8559648991000001,1:1,aligned_ch24.jsonl,23,0.7623121738,KEEP,Accurate and appropriate literary translation.
"Because of that, every dessert you tried you said you hated, to the point that Eva told you to Lighten up, Dad, and Sandra said you were being rude.",正因為如此，你每嘗一塊甜點都說不好吃，伊娃說「開心點，爸爸」，桑德拉說你粗魯。,0.757612884,1:1,aligned_ch13.jsonl,12,0.7624595761,KEEP,Core meaning preserved with natural literary translation.
"“It’s about reviewers, right?”",「是關於評論家的，對嗎？」,0.9352377653,1:1,aligned_ch12.jsonl,188,0.7626470327,KEEP,Accurate and natural literary translation.
"As for the speech—you don’t get to give one. Of course not, because Pressure Cooker Jerry needs to be contained, and even though that makes you sad, you can understand it.",至於致辭——你不會致辭，當然不會的，因為「高壓鍋傑瑞」需要加以控制，雖然有點兒難過，但你可以理解。,0.7771190405,2:1,aligned_ch19.jsonl,22,0.762757659,KEEP,Accurate and natural literary translation.
"The second thing you saw was the gun, you on one end of it, the other spitting out bullets into Sandra’s chest.",第二件，是那把槍，你握著槍柄，另外一人扣動扳機，子彈射入桑德拉的胸口。,0.8138591051,1:1,aligned_ch27.jsonl,32,0.7629148960000001,KEEP,Accurate and natural literary translation.
"Hans has had a few girlfriends come into his life, girls with sultry smiles and big tattoos.",漢斯曾有過幾個女朋友，那些女孩也有著大片的文身，個個都風情萬種。,0.7011791468,1:1,aligned_ch22.jsonl,49,0.7629249692000001,KEEP,Accurate and natural literary translation.
"Of course there’s no way he can do that, but the sentiment made you both laugh, and you can’t deny to yourself that if the nurses looked like the florist, then the nursing home can’t be all bad.",他不可能讓療養院里的護士和花店老闆長得相像的，但這一想法讓你們發笑，你不能否認自己有這樣的心思：如果有花店老闆模樣的護士，那麼住療養院也不算壞事。,0.7572369576,1:1,aligned_ch17.jsonl,14,0.7629746199,KEEP,Accurate and natural literary translation with preserved meaning.
"They’re at a set of lights that are green, but traffic is at a standstill thanks to a family of ducks up ahead crossing the road.",綠燈在前面亮著，但交通仍處於停滯狀態，因為前方正有一群鴨子在過馬路。,0.7561187148,1:1,aligned_ch11.jsonl,60,0.76312989,KEEP,Accurate and natural literary translation.
A truck passes close enough to the car to make it sway on the axles.,一輛卡車從轎車身旁駛過，近得差點兒碰到，車身微微搖擺。,0.6719276309000001,1:1,aligned_ch19.jsonl,119,0.7632091045,KEEP,Accurate and natural literary translation.
"You have no idea if the intent was there to go for a walk on your own, or to go and buy flowers, or to do any number of possible things a man will do once he leaves his home with barely enough cash to buy a hamburger combo.",你不知道你是打算一個人出去散散步呢，還是去買花，或者只是看看一個人離開家、身上只帶著夠買一份漢堡的錢能幹什麼。,0.8165712357,1:1,aligned_ch18.jsonl,13,0.7638082504,KEEP,Accurate and natural literary translation.
It looks like he has a few more tattoos poking out from beneath his collar too.,他脖子上又多出幾處文身，從他的衣領下顯露出來。,0.6700599194,1:1,aligned_ch18.jsonl,52,0.7638127208000001,KEEP,Accurate and natural literary translation.
"A while ago she complained about your garden (though good ol’ Hip-Hop Rick did spend a day in the yard a week ago, mowing and weeding and pruning and making things look nice before Sandra’s upcoming surprise birthday party), and now she seems to think you tore the roses out of her garden, but come on, you’re a forty-nine-yearold crime writer who has better things to drink than rip out her damn roses.",前一陣子，她跑過來抱怨你不打理花園（一個星期前，嘻哈瑞克用了一整天時間除草、修剪，想在桑德拉的驚喜生日派對之前把花園打理得漂漂亮亮的），結果她認定是你毀掉了她花園裡的玫瑰花。快拉倒吧，你是一位四十九歲的犯罪小說家，有那閑工夫還不如喝上一杯酒，你才懶得去剪她那糟心的玫瑰花呢。,0.7906190157,1:2,aligned_ch10.jsonl,10,0.7638159394,KEEP,Accurate and natural literary translation with appropriate tone and detail.
"Hans laughs. “Sorry, guys, but you’ve jumped the gun on that one.",漢斯笑著說：「對不起，夥計們，你們也太操之過急了。,0.6844834089,2:1,aligned_ch26.jsonl,79,0.7641066313,KEEP,Accurate and natural literary translation.
Jerry pats down his pockets and then searches the supermarket bag. “I must have left it in the bathroom.”,傑瑞拍了他的口袋，然後又在購物袋裡找了一通：「我一定是把它落在廁所里了。」,0.8582713604000001,2:1,aligned_ch19.jsonl,225,0.7641263008,KEEP,Accurate and natural literary translation.
The plan after finding the spray-paint in the hiding spot had been to dump it. That much you remember. Toss it into a dumpster in town somewhere.,在暗室里發現噴漆后，你打算把它扔掉，這個你還記得，在城裡某處找個垃圾桶，把它扔掉。,0.8306086063,3:1,aligned_ch11.jsonl,5,0.7641515732,KEEP,Accurate and natural literary translation.
"From these pages you will learn about your family, how much you love them, how sometimes Sandra can smile at you from across the room and it makes your heart race, how Eva can laugh at one of your small jokes and go Dad!",讀了這本日記之後，你可以了解你的家人，知道你有多愛他們。有時，你可以看見桑德拉在房間的另一頭對你微笑，你的心不禁一陣狂跳；看見伊娃聽到你講的笑話而笑得前仰後合，直喊「爸爸」，然後尷尬地搖搖頭。,0.7152881622,1:2,aligned_ch1.jsonl,12,0.7642556429,KEEP,Accurate and natural literary translation with preserved emotional tone.
"Of course you know that’s a gut reaction, and you may very well, and probably will, feel differently tomorrow.",當然，你知道，這是一種人類本能，也許你明天就會好轉，也許明天又會不一樣。,0.7387937307,1:1,aligned_ch1.jsonl,9,0.7643414736,KEEP,Accurate and natural literary translation.
Being told you’ve done something and having no memory is like being told black is white and up is down.,當有人告訴你你做了一件毫無記憶的事，就好像是告訴你黑白顛倒、上下倒置一般。,0.7262592316,1:1,aligned_ch10.jsonl,42,0.7645933628,KEEP,Accurate metaphorical translation with preserved meaning.
"If there’s anything I can do,” he says, and lets the sentence hang there as if there really is something he can do.",有沒有什麼我可以做的？」說完，他回味著這句話的含義，彷彿真能為他做點什麼似的。,0.6982665658,1:2,aligned_ch12.jsonl,135,0.7646441460000001,KEEP,Accurate and natural literary translation.
"You’ll get the update on him later when I tell you about Henry, but if a guy covered in tattoos comes to see you saying you owe him money, that’ll be Hans.",到時候我會一一向你揭露關於他的一切，不過要是一個布滿文身的人來找你，說你欠他的錢，那這人就是漢斯。,0.7580507398,1:1,aligned_ch3.jsonl,35,0.764836669,KEEP,Accurate and natural literary translation.
“It’s okay. It’ll show up—it always does.”,他說，「它會自己出現的，總是這樣的。」,0.774780035,2:1,aligned_ch15.jsonl,34,0.7648745179,KEEP,Accurate and natural literary translation.
"The front doorbell rings, both from the hallway and from the receiver in one of the desk drawers.",前門的門鈴響了，走廊和抽屜里的接收器都發出了響聲。,0.6951295137,1:1,aligned_ch12.jsonl,264,0.7648755312000001,KEEP,Accurate and natural literary translation.
"That was the moment you accepted your fate, that there was no way of shaking Captain A free, that he was going to ride you to the grave.",那一瞬間，你只好接受命運的安排了，你再也不能擺脫「阿爾茨船長」了，它要一路陪你到墳墓里長眠。,0.6740348339000001,1:1,aligned_ch12.jsonl,47,0.7648878694,KEEP,Accurate and literary translation with appropriate tone.
"That’s what I asked you,” he says, the words going into an empty room—empty except for Forgetful Jerry, and Forgetful Jerry doesn’t seem to mind him talking to himself.",這才是我想要問你的。」他說，這句話在空蕩蕩的房間里來回飄蕩，除了健忘的傑瑞，這房裡再無他人，但他好像並不介意自言自語。,0.8336068988,1:2,aligned_ch5.jsonl,162,0.7649406195,KEEP,Accurate and natural literary translation.
“I don’t remember the other time.”,「別的我就不記得了。」,0.7876691222000001,1:1,aligned_ch24.jsonl,181,0.7650507092000001,KEEP,Accurate and natural literary translation.
"Music is coming from somewhere in the house, something he doesn’t recognize.",房屋裡響起音樂，那曲子他從來沒聽過。,0.678385675,1:1,aligned_ch15.jsonl,85,0.7651164532,KEEP,Accurate and natural literary translation.
"“Nobody knows. But the days he escapes he’s not sedated, and last night, well, it must have worn off.”",但他溜出去的那些日子里，沒有打過鎮靜劑，至於昨晚，嗯，一定是藥效減弱了。」,0.6895368099,2:1,aligned_ch29.jsonl,79,0.7653779984,KEEP,Accurate and natural literary translation.
"It’s always that they don’t have time, but they’ll make it.",他們總是沒有時間，否則他們一定會成功的。,0.8294245005,1:1,aligned_ch33.jsonl,20,0.7653875351,KEEP,Accurate interpretation of conditional meaning.
"He wants to wrap himself up in that life, the normality of thinking about dinner and TV and the onslaught of bills.",他也想讓自己融進那樣正常的生活，想想晚餐吃什麼、電視看什麼以及鋪天蓋地的賬單。,0.7824470997,1:1,aligned_ch30.jsonl,79,0.7657375932,KEEP,Accurate and natural literary translation.
"What about Belinda?, Sandra asked, though no doubt her mind was a little train, chugging its way through different scenarios, pulling into the My husband killed her station, and yes, that’s exactly where she disembarked.",「貝琳達怎麼了？」桑德拉問。但毫無疑問，她的腦海中有一列小火車，正轟隆隆地駛過不同的疑慮，最終停在了「我丈夫殺害了她」的那一站，她在那兒下了車。,0.8039014339,1:3,aligned_ch25.jsonl,27,0.7658218145,KEEP,Accurate and appropriate literary translation.
It’s not until he’s in his room and alone and sitting by the window that he thinks back over the conversation and picks up on what he missed.,他獨自待在自己的房間里，坐在窗邊，這時他開始回味剛才那段對話，察覺到剛剛沒有察覺到的破綻。,0.7216249704000001,1:1,aligned_ch5.jsonl,160,0.7658308744000001,KEEP,Accurate and natural literary translation.
Hans could feel his heart hammering in his chest. So hard it made his hands shake as he worked at the lock.,漢斯可以感到他的胸口一陣狂跳，以至於他開鎖的雙手在不停地顫抖。,0.8048411608,2:1,aligned_ch35.jsonl,0,0.7659596205,KEEP,Accurate and natural literary translation.
"By the time Saturday has rolled around, Jerry has come to understand the fundamentals behind his disease.",到了星期六，傑瑞徹底摸清楚了自己的病。,0.7323664427000001,1:1,aligned_ch6.jsonl,76,0.7659965754,KEEP,Accurate and natural literary translation.
"“Thanks for your time,” Nurse Hamilton says, and she winds the window back up.",「謝謝你。」漢密爾頓護士說著關上車窗。,0.7346691489,1:2,aligned_ch12.jsonl,97,0.7660276890000001,KEEP,Accurate and natural literary translation.
Hopefully your handwriting is better than when you get an idea during the night and scrawl it down only to find you can’t read your own words the following morning.,以前在某個夜裡，你常常潦草地在便箋上寫下你腦海中轉瞬即逝的靈感，結果隔天早上你都不認識自己的字了。但願你現在寫下的字跡要比那時候的好。,0.7200107574,1:2,aligned_ch1.jsonl,30,0.7664736509000001,KEEP,Accurate and natural literary translation with preserved meaning.
Eric must have given those pieces to him.,一定是艾瑞克把那些東西給他的。,0.8617517948000001,1:1,aligned_ch32.jsonl,60,0.7666535378,KEEP,Accurate and natural literary translation.
It’s official—soon you’re going to be a prisoner in your own home.,這是個嚴肅的話題：很快你就會成為自己家裡的囚犯。,0.7785604596,1:1,aligned_ch19.jsonl,26,0.7667528391,KEEP,Core meaning preserved with appropriate tone.
“Did you write in it when Sandra died?”,「桑德拉死的時候你還在寫？」,0.8582037687,1:1,aligned_ch20.jsonl,192,0.7668225765000001,KEEP,Accurate and natural literary translation.
He reads the chapter. Hans moves to the next shelf along.,他讀著這一章，漢斯走到下一個貨架。,0.8551247716,2:1,aligned_ch30.jsonl,166,0.7670128345,KEEP,Accurate and natural literary translation.
"He finds that he’s been drugged, and recently too.",最近，他發現自己還被下了葯。,0.6823570728,1:1,aligned_ch25.jsonl,83,0.7671439648,KEEP,Accurate and natural translation of the original meaning.
"“They’re going to cross-reference people you know with vehicles they own, but this address isn’t the same address my car is registered to. So that gives us time.",「他們會比對你熟人的車，不過這個地址不是我的車註冊時使用的地址，所以這就給了我們時間。,0.8553850651,2:1,aligned_ch22.jsonl,74,0.7673654556,KEEP,Accurate and natural literary translation.
I won’t be a —”,我不會……」,0.8433737755,1:1,aligned_ch1.jsonl,89,0.7674144506,KEEP,Properly captures the incomplete sentence tone.
"He probably smoked it just to quiet his brain. Then he started growing it, just to see if he could.",他抽煙只是為了保持平靜，接著，他開始種植煙草，種植煙草只是為了看看自己是否擅長種植。,0.7183103561,2:1,aligned_ch6.jsonl,20,0.7676756978,KEEP,Accurate and natural literary translation.
"“They should, but they never do, because if they did then that would be the end of the story, right?",漢斯說，「他們應該報警的，但他們從未報警。因為一旦他們報了警，那麼故事就該結束了，對不對？,0.7299595475,1:2,aligned_ch25.jsonl,127,0.767685771,KEEP,Accurate and appropriate literary translation.
The news on the TV shows cop cars and reporters and rubberneckers all standing outside a house where police tape is strung across the front.,電視上仍然播報著新聞，警察、記者和圍觀的人群站在一幢房子外，房前拉起了警戒帶。,0.7578785419,1:1,aligned_ch23.jsonl,45,0.7678585052,KEEP,Accurate and natural literary translation.
"“That’s not it,” he says, as much to himself as to the boy from nearly thirty-five years ago.",「不是這樣的。」他說，既是在對自己說，也是對三十五年前的男孩說。,0.8643423915,1:2,aligned_ch6.jsonl,160,0.7679276466,KEEP,Accurate and natural literary translation.
The view beyond is a partly cloudy sky with plenty of trees trailing out of sight.,窗外的天空飄著朵朵白雲，一排排樹木延伸向看不見的遠方。,0.6906270981,1:1,aligned_ch3.jsonl,106,0.7680141926,KEEP,Accurate and natural literary translation.
Now hurry up before I change my mind and decide to go and pay Eva a visit.,快點兒，趁我還沒有改變主意，決定去拜訪伊娃之前。,0.7719054222,1:1,aligned_ch35.jsonl,222,0.7682760358,KEEP,Accurate and natural literary translation.
"He flicks back through the story, a story he can’t remember writing, a story Henry went and penned all by himself.",他讀完這個故事，一個他不記得寫的故事，一個亨利完成的故事。,0.7674747109000001,1:1,aligned_ch35.jsonl,53,0.7683260441,KEEP,Accurate and natural literary translation.
“I need the journal.,「我需要日記，需要知道真相。」,0.7578284144,1:1,aligned_ch11.jsonl,106,0.7683781981000001,KEEP,Appropriate expansion for narrative context.
"He walked down her hallway and found her bedroom, and then stood in the doorway the same way he’d stood outside, but this time instead of embracing the stars he was embracing the darkness.",他穿過她家的門廳，找到她的卧室，然後站在門口。他也像這樣站在門外過，但那時他還能面朝星辰，此刻他面前卻只是一片黑暗。,0.8321042061,1:2,aligned_ch0.jsonl,81,0.7684165835000001,KEEP,Accurate and poetic literary translation.
"You didn’t talk much about the future with Eva, or about the wedding, instead you chatted about her music, she told you some more stories of her big trip overseas, she told you that one of her friends from school was having a baby, and that having a family is something she and Rick have been talking about.",她臉上一直洋溢著燦爛的笑容，說了很多祝福的話。你和伊娃誰也沒有說什麼，沒有談起她的將來、婚禮，而是聊起她的音樂，她便跟你說起海外旅行的趣聞，說她的一個同學要生寶寶了，說她和瑞克一直在談論組建家庭。,0.8096596003000001,1:2,aligned_ch9.jsonl,6,0.7684387565,KEEP,Core meaning preserved with natural literary translation.
You weren’t going to use the pillowcase anymore.,你不打算使用枕套了。,0.8079434633,1:1,aligned_ch27.jsonl,8,0.7685031295,KEEP,Accurate and natural translation.
As soon as they were gone Sandra asked if you had done it. You said no.,他們離開以後，桑德拉問是不是你乾的，你說不是。,0.8458930254,2:1,aligned_ch10.jsonl,27,0.7686970830000001,KEEP,Accurate and natural literary translation.
He wonders just how insane he really is. Dementia. Shooting his wife. Confessing to crimes and holding a two-sided conversation with himself.,他想知道自己瘋到什麼地步了，老年痴呆症啊，他朝自己的妻子開槍、懺悔罪行、自己和自己對話。,0.7330584526,4:1,aligned_ch15.jsonl,105,0.7693685293,KEEP,Core meaning preserved with natural literary flow.
Doesn’t he always connect the dots?,他不是總能明了全局嗎？,0.6938807964,1:1,aligned_ch35.jsonl,116,0.7695856094,KEEP,Accurate literary translation with appropriate nuance.
"Good news—if you can’t remember how your books go, you can read them as if they’re new.",好消息：要是你不記得自己的書是怎樣寫的了，你可以開始閱讀它們，權當它們是新書。,0.8317411542,1:2,aligned_ch5.jsonl,100,0.7696458101,KEEP,Accurate and natural literary translation.
He turns it over. The first line is “Suzan with a z was going to change his life.”,他把書翻過來，第一行寫的是「蘇姍將會改變他的生活」。,0.7961336374,2:1,aligned_ch0.jsonl,100,0.7696687579,KEEP,Accurate and appropriate literary translation.
He’s thinking about what he wrote in the journal. He’s thinking about those bottles of gin.,他在想他到底在日記中還寫了什麼，那些杜松子酒到底在哪裡。,0.7409026027000001,2:1,aligned_ch32.jsonl,219,0.7696905732,KEEP,Accurate and natural literary translation.
"Of course everybody has advice, a lot of us say My advice is don’t take anybody’s advice, make your own way, and thankfully, folks, that’s not the chestnut of wisdom I’m here to impart.",當然，每個人都會有忠告，我們很多人會說：『我的忠告就是不要聽從他人的忠告，走自己的路，讓別人說去吧。』幸運的是，朋友們，這不是我要給你們的智慧箴言。,0.8089334369000001,1:2,aligned_ch20.jsonl,88,0.7697217464,KEEP,Accurate and natural literary translation.
well . . . you thought why not do what Henry Cutter always does?,你心想，為什麼自己不會按亨利·卡特的行事風格處理此事呢？,0.744579494,2:1,aligned_ch34.jsonl,11,0.7699115276,KEEP,Accurate and natural literary translation.
"“Two hours ago we dropped a man to his death,” Hans says.",「兩個小時前，我們剛把一個人給摔死。」漢斯說。,0.8782323599,1:2,aligned_ch32.jsonl,143,0.7699341178,KEEP,Accurate and natural literary translation.
"And yet . . with those words is some kind of recognition, a sense that I have written them before.",但是，那些文字我似曾相識，我隱隱有種寫過它們的感覺。,0.7054624557,2:1,aligned_ch32.jsonl,22,0.7700632811,KEEP,Accurate and natural literary translation.
“Think about where else you could have hidden it.”,「想想你還有沒有可能把它藏在別的什麼地方？」,0.8397996426000001,1:1,aligned_ch22.jsonl,88,0.7701407075000001,KEEP,Accurate and natural literary translation.
Eva told me that you wandered last week.,伊娃告訴我，你上星期也出去漫無目的地遊盪了。,0.8189967871,1:1,aligned_ch19.jsonl,138,0.7705076933,KEEP,Accurate and natural literary translation.
"It was a question you’ve been asking yourself, and you gave her the answer you’d come up with. Because I’d know.",你也一直在捫心自問，而你只能給她你想到的答案：「因為我就是知道。」,0.7405419350000001,2:1,aligned_ch26.jsonl,15,0.7705641985,KEEP,Accurate and natural literary translation.
You argued about it.,你爭辯起來。,0.8088575602,1:1,aligned_ch11.jsonl,25,0.7707781792,KEEP,Appropriate colloquial translation of disagreement.
"Eric the orderly is slumped across the backseat, eyes closed and softly snoring.",那個護理員艾瑞克靠在後座上，閉著眼睛，輕輕打著鼾。,0.7874637842000001,1:1,aligned_ch27.jsonl,266,0.7709149122000001,KEEP,Accurate and natural literary translation.
"“It doesn’t work that way, and people who think it does don’t know what the hell they’re talking about,” Jerry says, and right now he is very switched on.",「不是這樣的，會這麼想的人根本就不知道自己到底在說什麼。」傑瑞說，他覺得此刻神志清醒，好像又回到了原來的自己。,0.7195330858,1:2,aligned_ch9.jsonl,120,0.7712976336,KEEP,Accurate and natural literary translation with appropriate tone.
"So day two and three went by, and you’re not really dealing with the news any better.",所以，第二天和第三天都過去了，你還沒有消化這個消息。,0.7542952299,1:1,aligned_ch2.jsonl,8,0.7713400126000001,KEEP,Accurate and natural literary translation.
Hans could feel Jerry switch into some kind of automatic mode. He climbed through the office window and sat on the couch.,漢斯可以感覺傑瑞的大腦切換到某種自動模式，他爬過寫作房的窗戶，坐在沙發上。,0.9007635117,2:1,aligned_ch35.jsonl,43,0.7715730667,KEEP,Accurate and natural literary translation.
"It may be a map back to the person you once were, but it’s also serving as a reminder to what you’ve lost.",你可以在這裏按圖索驥地找回從前的你，也能時時提醒你失去了什麼。,0.6504733562,1:1,aligned_ch4.jsonl,5,0.7717602849,KEEP,Accurate and natural literary translation.
