src,mt,labse_score,type,source_file,line_idx,comet_score
“Somebody who has access to the nursing home and to the drugs to sedate the patients. Somebody who knows the writer is confessing to crimes. Somebody who hides jewelry in the writer’s pockets so the writer will think he took them.”,「他能進入療養院給病人下藥，知道作家一直坦承著虛構的罪行，能把首飾揣到作家的口袋裡，讓作家以為是他拿的。」,0.7655433416366577,3:1,aligned_ch25.jsonl,113,0.7240146398544312
“I heard it. It’s the dementia. Guy can’t even remember his own stories.”,「我聽見了，這就是老年痴呆症，一個人甚至不記得他自己。」,0.7810839414596558,3:1,aligned_ch9.jsonl,73,0.7240335941314697
"He said he dismissed what you were saying, that he thought you’d probably seen it on the news and you got mixed up the way you’ve been doing lately.",他說他反駁了你，他認為你可能在新聞里看到這個消息，把它和你最近做的事搞混了。,0.8648765683174133,1:1,aligned_ch24.jsonl,144,0.7240515947341919
“Well I can keep looking around while you read the journal.,「我再到處看看，你可以繼續讀讀日記。,0.7929133772850037,1:1,aligned_ch32.jsonl,149,0.7240598201751709
"The can is a holdover from days of Renovation Past, just as there are other paints stored in the garage.",那些油漆是「改造過去」時用剩下的，就跟存放在車庫裡的其他油漆一樣。,0.6996712684631348,1:1,aligned_ch11.jsonl,4,0.7240718603134155
"The police backed out and read the situation accurately, gave Sandra a few minutes to acknowledge the occasion, then spent the next hour taking statements as everybody else socialized.",警察退了出去，仔細地分析當時的情況，給桑德拉幾分鐘述說了一下緣由，在接下來的一個小時里給有關人員做筆錄。,0.8197979927062988,1:1,aligned_ch13.jsonl,66,0.7240719199180603
"Worry if you learn more, but until then, just try to act normal.",等你了解了詳情，那才值得擔憂。但在那之前，就試著一切如常吧。,0.7161166071891785,1:2,aligned_ch29.jsonl,22,0.7241756916046143
"The chances are she’s not even home, and the longer we sit in the car debating it, the closer she’s getting. We could have been in and out by now.",她甚至可能不在家，我們坐在車上辯論的時間越長，就越有可能碰見她。,0.8265219926834106,2:1,aligned_ch30.jsonl,117,0.7243869304656982
"“You didn’t do this,” Hans says.",「不是你乾的。」漢斯說。,0.8102285861968994,1:2,aligned_ch32.jsonl,97,0.7246076464653015
"His mind takes him there, but it also takes him to the moments before, those choices made on the way home when the victim could have turned left instead of right, made that green light before it turned red, if they hadn’t skipped their coffee—decisions and processes bringing them closer to death.",他的想象力不僅牽引著他想到他們被害的場景，還牽引著他來到被害之前的時刻：要是他們遇到十字路口往左轉而不是往右轉，要是綠燈變成了紅燈，要是他們還想再喝一杯咖啡——他們都不會死去的。然而，正是他們的決定，引導著他們一步一步走向死亡。,0.7778123617172241,1:2,aligned_ch23.jsonl,22,0.7247117161750793
"A lot has been happening, and there’s a lot to catch up on, the most pressing of which is another fight with Sandra. You always feel sick to your stomach when you and Sandra have fought, and today is no different.",這些天發生了很多事情，還有很多事情需要去做，最讓你記掛的是你和桑德拉又大吵一架。,0.7363003492355347,2:1,aligned_ch5.jsonl,0,0.7249062061309814
"He wants to get the hell out of here—next city please—and tonight, cross his heart and hope to die, he promises he’ll leave the gin and tonics alone.",他想離開這個鬼地方，最好就在今晚出發前往下一個城市。他不停地在胸口畫著十字，想著不如就地死掉算了。他暗暗發誓，一定要戒掉加了奎寧水的杜松子酒。,0.7062382102012634,1:3,aligned_ch3.jsonl,78,0.7249243259429932
Good news—there is none.,好消息：沒有好消息。,0.8079321980476379,1:2,aligned_ch22.jsonl,42,0.7249590754508972
He looks back at the journal. Chunks of it have been stolen and inserted directly into Eric’s manuscript and portrayed as the journal entries of his protagonist.,日記中成段成段的內容被剽竊，被直接用於艾瑞克的手稿當中，充當他的主角的日記篇目。,0.739557683467865,2:1,aligned_ch32.jsonl,46,0.7249735593795776
"King Kong Escapes poster on the wall. Only he wouldn’t see it fade, it faded the same way you don’t notice a child growing every day, but you know it’s happening.",還記得掛在牆壁上鑲框的《金剛的逆襲》海報，他不會看到它在褪色，因為這就好像你注意不到自己的孩子每天都在長高一樣，但你知道它的確正在發生。,0.7735114693641663,2:1,aligned_ch25.jsonl,94,0.7250484824180603
"It seems unlikely the Armed Offenders Squad will be showing up, but it does seem likely he’s breaking some violation by being here—he was committed to a nursing home, he shouldn’t be out and about.",即便武裝罪犯不大可能到這兒來，可他來到這兒也違反了規定，他應該待在療養院，不應該是外出走動。,0.6887925863265991,1:1,aligned_ch12.jsonl,153,0.7251424789428711
"“Just stay on the line, Jerry.”",「不要掛電話，傑瑞。」,0.6947135925292969,1:1,aligned_ch17.jsonl,102,0.725554347038269
"Come on, let’s start looking around.”",來，我們到處看看。」,0.8303197026252747,1:1,aligned_ch30.jsonl,90,0.7255796194076538
"That look on her face when she would see it, that smile, Jesus, that smile and those big blue eyes of her mother’s . . .",看到她臉上的表情，天啊，那笑容，那雙跟她媽媽一模一樣的藍色大眼睛，還有看到新鮮事物流露出來的好奇神色……,0.7652003169059753,1:2,aligned_ch3.jsonl,49,0.7256180047988892
"Jerry realizes he’s being silly, and that everything is okay.",漢斯笑了笑，傑瑞忽然覺得自己很愚蠢，現在一切正常。,0.6824122667312622,1:1,aligned_ch33.jsonl,141,0.7257546186447144
"“The night before the funeral, you took me into town and we ended up at a bar that had run out of gin.",「葬禮的前一天晚上，你帶我進城，去了一個酒吧。,0.8523341417312622,1:1,aligned_ch32.jsonl,196,0.7259146571159363
"I want to help you out, buddy, but I’d also really like to avoid jail too.”",我只想幫你擺脫干係，夥計，但我也真的不想攤上牢獄之災了。」,0.8072909712791443,1:1,aligned_ch32.jsonl,182,0.7259734869003296
Hans closes the door behind him and the lock latches back into place.,漢斯關上身後的門，上好鎖閂。,0.7980923652648926,1:1,aligned_ch30.jsonl,75,0.7260393500328064
"I know she’s dead, but I don’t know know, if that makes sense.",我知道她死了，但我不知道為什麼我會知道。,0.8239675164222717,1:1,aligned_ch32.jsonl,26,0.7260838747024536
"“In that case they’ll be here any minute, and if it’s the Armed Offenders Unit, they’ll be storming the place.",「這個時候他們隨時都會趕到這裏，如果是武裝罪犯調查組的，他們將對這個地方強制進攻。,0.7978535890579224,1:1,aligned_ch26.jsonl,119,0.726175844669342
“How about we reverse that? How about we do what you write and go and pay this guy a visit.”,漢斯說，「不如我們就這樣去做，按照你寫的去拜訪那個人怎麼樣？」,0.6895060539245605,2:1,aligned_ch25.jsonl,136,0.7261998653411865
You don’t. Know.,你不知道。,0.9152523279190063,2:1,aligned_ch28.jsonl,6,0.7262307405471802
“They get the worst.”,「結果都是最糟的。」,0.7912805080413818,1:1,aligned_ch19.jsonl,40,0.7262598276138306
"“Very good ones too,” Hans says, interrupting him. “People were always saying how real they felt.",「書寫得很精彩，」漢斯打斷他，「人們總是說那些故事如何如何真實。,0.8084152340888977,2:1,aligned_ch18.jsonl,91,0.7262605428695679
That’s one of the cruel side effects—he’s told her all this before and can’t remember. It’s the details— those damn details that are hard to hang on to.,這就是殘忍的副作用了——他之前就把一切都告訴過她，但自己不記得了，包括那些細節，那些難以臨摹和重繪的細節。,0.7973387837409973,2:1,aligned_ch0.jsonl,91,0.7262634038925171
"The good thing about Christchurch is you can’t drive for ten minutes in a straight line without passing within a mile of a mall, and he figures he’s about a thirty-minute walk from the nearest one now.",克萊斯特徹奇的一大優勢在於，你驅車直線行駛十分鐘就會穿過綿延一英里的商場。他心裏盤算著，距最近的那家商場還有三十分鐘的路程。,0.7964024543762207,1:2,aligned_ch17.jsonl,39,0.7265106439590454
It looked like Jerry from the bedroom might be on his way back.,他說，剛剛在卧室里的傑瑞好像又還魂了。,0.7114548087120056,1:1,aligned_ch5.jsonl,57,0.7265955805778503
Eleven years into his sentence another inmate stabbed him in the throat and the boyfriend left the prison system three years early in a body bag.,在服刑的第十一個年頭，另一個犯人刺穿了他的喉嚨，於是她的前男友就被裹在屍體袋中提前三年離開了監獄。,0.8500353693962097,1:1,aligned_ch23.jsonl,36,0.7266701459884644
"Heard about Belinda, Eva said.",桑德拉問。「聽說貝琳達的事。」伊娃說。,0.706204891204834,1:3,aligned_ch25.jsonl,26,0.7266749143600464
He wonders where that table is and wonders if his father sold it so he could buy a few more beers.,他在想那桌子後來到哪裡去了，心裏納悶父親是不是把它賣了，好多買幾瓶啤酒。,0.7925223708152771,1:1,aligned_ch0.jsonl,47,0.726691484451294
"His heart does that hammering thing it’s been doing lately, and he can sense Henry’s presence, his curiosity piqued.",他的心咚咚直跳，這段話激發了他的好奇心，他可以感覺到亨利的存在了。,0.6752053499221802,1:1,aligned_ch31.jsonl,52,0.7266985177993774
"He heads to the more common areas of the home, where others are watching TV or playing cards or comparing stories about grandchildren. TV has lost interest for him.",他徑直走向療養院的公共活動區，人們在這裏看電視、打牌或聊家常，說些孫子孫女的事兒。,0.7246030569076538,2:1,aligned_ch6.jsonl,81,0.72674560546875
These are all—”,這些都——」,0.9290145635604858,1:1,aligned_ch18.jsonl,95,0.7269092798233032
“I know. I mean I remember her in the books.”,「我知道，我是說我記得在書中寫過她。」,0.9080557823181152,2:1,aligned_ch10.jsonl,164,0.7272042632102966
"By now they’ve stopped walking, Jerry having pulled up outside what used to be his office.",他們停下腳步，傑瑞停在他原來的寫作房外。,0.7610092163085938,1:1,aligned_ch12.jsonl,136,0.7275046110153198
The nursing home?”,回療養院？」,0.8527600169181824,1:1,aligned_ch18.jsonl,48,0.727601170539856
"“But it’s somebody, right? Because I’m not that guy. I can’t be that guy you see on the front page of the paper, the sick, twisted pervert who hurts women.",因為我不是那種人，我不是你在報紙頭版看到的變態，專門傷害女人。,0.7089231014251709,3:1,aligned_ch22.jsonl,126,0.7277004718780518
"Not one of the worst I’ve ever seen, but pretty damn close.”",雖然這並不是我見過最糟糕的，但也他媽的差不多了。」,0.7786586880683899,1:1,aligned_ch32.jsonl,213,0.727750837802887
"Mrs. Smith was still alive, because Sandra had found an excuse to go over and check on her, and it wasn’t anybody from the wedding party, but that still left nearly four hundred thousand other people in the city.",史密斯太太還活著，桑德拉找了一個借口過去看過她；也不是參加婚宴的任何人。但這個城市裡還有將近四十萬人。,0.8427245616912842,1:2,aligned_ch25.jsonl,23,0.7278377413749695
"There is no furniture in the house, nothing to try and avoid, no rug to trip on.",房子里沒有傢具，所以沒有什麼好避讓的，不用擔心會有地毯把人絆倒。,0.7723649144172668,1:1,aligned_ch28.jsonl,40,0.7279106974601746
"He holds it loosely from the base of the handle, the way someone would handle it if they were surrendering to an Armed Offenders Unit.",他輕輕地握住槍把，就像某人向武裝罪犯調查人員繳械投降那樣。,0.6526151895523071,1:1,aligned_ch33.jsonl,124,0.7280833125114441
"“You’ve got a few other marks there,” he says.",「還有幾處痕迹。」他說。,0.8482861518859863,1:2,aligned_ch24.jsonl,180,0.7281302213668823
"He is starting to feel a little like his old self. Could be the motion of the car is stirring up the brain chemistry, stirring up the memories like silt from the bottom of a river.",他恍然覺得自己已經進入遲暮之年，可能是警車的顛簸刺|激了大腦化學物質，攪亂了像是沉澱在河底淤泥一樣的回憶。,0.7415629625320435,2:1,aligned_ch9.jsonl,42,0.7282557487487793
"It wasn’t like that, of course, and that’s not even the most exciting part about the day.",不是這樣的，這肯定不是一天中最刺|激的片段。,0.7863933444023132,1:1,aligned_ch13.jsonl,7,0.7284272909164429
He watches a dog rolling itself over a seagull that’s been squashed by a car.,他們下了車，他看見一條狗在一隻被汽車軋得粉身碎骨的海鷗身上打滾。,0.7462694048881531,1:1,aligned_ch1.jsonl,148,0.7284508347511292
"If they’d found my DNA at Belinda’s house, they’d have made the connection.",他們要是在貝琳達的房子里發現我的DNA，他們早就來找我了。,0.8184239268302917,1:1,aligned_ch19.jsonl,98,0.7284508347511292
But all they heard was Captain A making shit up.,但是，他們所聽到的都是「阿爾茨船長」的扯淡。,0.7533636689186096,1:1,aligned_ch24.jsonl,148,0.7284839153289795
He looks up at the doorway to make sure his friend isn’t standing there watching him.,他抬頭看看門口，看看他的朋友有沒有站在那裡盯著他。他沒有。,0.8248090744018555,1:2,aligned_ch31.jsonl,53,0.7284888625144958
"It took me two months to figure out how to do it, and I was nervous because I knew once I got to her house the lock might be all kinds of different.",我花了足足兩個月時間才學會撬鎖。但我也很緊張，萬一我去她家，門鎖要是完全不一樣的話我該怎麼辦？結果呢，一切都是徒勞，因為我到了那裡以後才發現她的門根本沒鎖。,0.7775968313217163,1:3,aligned_ch0.jsonl,68,0.7286034822463989
The news is so sudden he has to sit back down on the bed. There is no farmhouse. No cash. No security guards.,這個消息太突然了，他失神地坐在床上：沒有什麼農舍，沒有什麼現金，沒有什麼保安，一切都是狂想。,0.7182427048683167,4:1,aligned_ch4.jsonl,48,0.7288568615913391
It’s been an hour since the argument. Ten minutes since your last drink.,距離你和桑德拉爭吵有一個小時了，距離剛剛喝酒有十幾分鐘了。,0.6897262334823608,2:1,aligned_ch23.jsonl,0,0.7289016246795654
He takes his shoes and socks off and carries them.,他脫下鞋襪，用手拎著。,0.699417769908905,1:1,aligned_ch1.jsonl,151,0.7289488315582275
"“Sometimes you would wander,” he says.",「有時候你會出去遊盪。」,0.8047807216644287,1:1,aligned_ch10.jsonl,111,0.7295361757278442
"Jerry asks, though something about that feels familiar, but he can’t figure out why.",傑瑞問，雖然那個地方很親切，但他弄不清楚為什麼。,0.6983230113983154,1:1,aligned_ch27.jsonl,140,0.7296655178070068
"The ducks clear the road, heading away from the direction of a park and towards a fish-and-chip shop, making Jerry picture a scenario where the ducks are ordering dinner, and a different scenario where they’re becoming dinner.",浩浩蕩蕩的鴨子從公園朝著炸魚薯條店的方向走了過去，傑瑞腦海閃現出了這樣一幅畫面：鴨子們在排隊訂餐，另一幅畫面則是它們變成了晚餐。,0.6615414619445801,1:1,aligned_ch11.jsonl,65,0.7298110723495483
“If you could.”,「你要想試試也可以。」,0.7343749403953552,1:1,aligned_ch12.jsonl,237,0.7298294901847839
"“At random,” Jerry says, because it’s the only senseless answer that makes any kind of sense.",「隨機的吧。」傑瑞說。現在這是唯一一個毫無道理的答案，卻能解釋當下的問題。,0.7258973121643066,1:3,aligned_ch24.jsonl,205,0.7298551201820374
Sandra was worried sick by the time you got back to the house.,你到家了，桑德拉都快擔心死了。,0.7214299440383911,1:1,aligned_ch18.jsonl,24,0.7298821210861206
"You were Captain A, but Captain A has another name, doesn’t he.",你是「阿爾茨船長」，「阿爾茨船長」還有另一個名字，對吧？,0.6958335638046265,1:1,aligned_ch24.jsonl,32,0.7299219965934753
"Hey, Jerry, are you with me?”",傑瑞，你現在還清醒嗎？」,0.6793389916419983,1:1,aligned_ch35.jsonl,37,0.7300369739532471
"There was no way you and Sandra could tell her about the Big A, not then, but you will soon, of course you will.",你和桑德拉當時並沒有告訴她關於阿爾茨海默病的事，但你很快會告訴她，你當然會的。,0.747208833694458,1:1,aligned_ch2.jsonl,5,0.7300504446029663
For a few moments the office is Jerry’s again.,在這幾分鐘里，寫作房彷彿又是傑瑞的了。,0.6795594096183777,1:1,aligned_ch33.jsonl,110,0.7300724983215332
"Oscar Wilde said something about curtains when he was on his deathbed, about how ugly they were and either they must go or he would.",據說奧斯卡·王爾德在辭世之前盯著床前的窗帘，他說那些窗帘是多麼醜陋，他正在和它們決一死戰，只有其中的一個才能走，另一個留下。,0.6834971308708191,1:1,aligned_ch0.jsonl,3,0.7300881147384644
"“That’s the last thing you need to feel,” Eric says.",「你不該這麼想。」艾瑞克說。,0.6688525080680847,1:2,aligned_ch4.jsonl,57,0.7301133275032043
"(She had the photograph printed the following day, and on the back she wrote Proudest dad in the world.",（第二天她把照片列印出來，在背面寫道：世上最驕傲的爸爸。如今照片正貼在冰箱上。）,0.8620063066482544,1:2,aligned_ch6.jsonl,64,0.730350136756897
"“Just some notes,” Jerry says, and he goes back to the loose pages, of which there are another dozen or so.",「一些筆記。」傑瑞說，他開始看那些零散的紙頁，還有十幾頁。,0.7893905639648438,1:2,aligned_ch34.jsonl,53,0.7303824424743652
"If not for killing, then for what?",他又不曾殺過人，那麼是為什麼呢？,0.6530423760414124,1:1,aligned_ch35.jsonl,198,0.7306400537490845
"What if the next entry is Past Jerry detailing how he escapes, how much he enjoys a good, old-fashioned bloodletting? What if?",如果下一篇寫的是「過去的傑瑞」詳細敘說他如何逃離療養院，又是多麼享受老套的殺人方法又怎麼辦？,0.7852857112884521,2:1,aligned_ch32.jsonl,61,0.730840802192688
"You never have. And right in that moment you remembered that it’s Zach Perkins who smokes, the detective from some of your books, and then you remembered that even he gave up smoking a few books ago.",就在那一刻，你記起了扎克·帕金斯，他抽煙，他是你在書中塑造的偵探形象，你還記得就在之前的幾本書里，他戒了煙。,0.8377155065536499,2:1,aligned_ch16.jsonl,11,0.730883777141571
When the hell did that happen?,究竟發生了什麼？,0.7033408880233765,1:1,aligned_ch27.jsonl,198,0.7310160994529724
"He uses what little money he is given in compensation to put himself through law school—so all of that is in the past, and now your main character, the arsonist, uses a lawyer when he becomes a suspect after the woman he loves disappears.",不過，尼古拉斯是無辜的，他靠著那一點兒少得可憐的賠償金讀完了法學院。不過，所有這些都發生在過去。現在你的主角縱火犯，在他所愛的女人失蹤后成為嫌疑人，他需要律師為他辯護。,0.6830073595046997,1:3,aligned_ch9.jsonl,16,0.7310393452644348
"It’s crazy that he feels uncomfortable with his own daughter, but he does, this giant wall between them feels unbreakable, this wall he put up by being a bad father and an even worse husband.",如果和自己的親生女兒待在一起還感到不安，那肯定就是有病，但他就是感到不安。一堵巨大的牆壁聳立在兩人之間，牢不可摧。這牆壁之所以存在，都是因為他是個不稱職的父親和不合格的丈夫。,0.7159444689750671,1:3,aligned_ch1.jsonl,146,0.7311270236968994
"He opens up the bottle of water and drinks a quarter of it while staring out at the cars, all while staying exactly where he said he would stay.",他打開那瓶水，喝掉了四分之一。他盯著那些車，它們都井然有序地停靠在他說他會待在的地方。,0.8392131328582764,1:2,aligned_ch17.jsonl,106,0.7311791777610779
"Henry has been helping him today, and aren’t there times he suspects that Henry is just another name for Captain A?",亨利直到今天都在幫助他，他有時會懷疑，亨利只是「阿爾茨船長」的另一個名字。,0.7451828718185425,1:1,aligned_ch25.jsonl,62,0.7312431335449219
Terrance opens the office door. “This is where the magic happened.,特倫斯打開寫作房的門：「這裡是奇迹發生的地方，我希望可以沾點好運。」,0.7270071506500244,2:1,aligned_ch12.jsonl,158,0.7313475012779236
"However, if you did step outside, an alarm would go off. And why?",不過萬一你真的要走出去，會觸發警報器的。,0.8160935640335083,2:1,aligned_ch13.jsonl,18,0.7314369082450867
They reach the deck and the sun lounger where they had left Mrs. Smith.,他們來到露台上，那裡放著太陽椅，他們上次就是把史密斯太太丟在那裡的。,0.7397531270980835,1:1,aligned_ch33.jsonl,79,0.7315297722816467
"Jerry keeps staring at the shirt, trying to place it.",傑瑞兩眼直勾勾地盯著襯衫，想認出什麼來。,0.7238259315490723,1:1,aligned_ch12.jsonl,243,0.7316348552703857
"He tells him they’re trying to convince him Sandra is dead, and then stares silently at the lawyer, waiting for a confirmation he doesn’t want, and that confirmation comes in the way his lawyer drops his pen, sighs, and looks down at his hands for a few seconds.",他說他們想讓他相信桑德拉已經死了，隨後默默地盯著律師，等著他最不希望聽到的答案。律師放下筆，嘆了口氣，低頭看著自己的手，過了幾秒鐘后他說：「傑瑞，恐怕這是真的。,0.7830652594566345,1:2,aligned_ch10.jsonl,79,0.7317553758621216
the law . . they won’t allow it.,但是法院……法律……他們不會允許的。,0.8230785131454468,2:1,aligned_ch31.jsonl,37,0.7318007946014404
"The counselor came around this afternoon. Her name is Beverly, and her breasts were so huge they were resting on her knees when she sat down, and were almost resting on her knees even when she was standing.",今天下午，心理諮詢師過來了，她叫貝弗莉，乳|房大得不管站著還是坐著都能垂到膝蓋上。,0.6715481281280518,2:1,aligned_ch4.jsonl,9,0.7319598197937012
"“I did, but look—do you see any lights on?",「我是說了，但你看到房裡有燈亮著嗎？,0.842533528804779,1:1,aligned_ch30.jsonl,92,0.7320735454559326
"“The way I see it, I’ve always figured a guy who writes the kind of books you write, well, there must be something wrong with him, something sick and twisted inside.",「依我看，寫這些東西的人肯定有病，腦子不清楚。,0.6588244438171387,1:1,aligned_ch9.jsonl,79,0.7322070598602295
He decides to stay committed to the cause. To stay on the attack.,他決定保持咄咄逼人的勢態，繼續鬧下去。,0.6604242920875549,2:1,aligned_ch3.jsonl,91,0.7322200536727905
Reading the first entry of this journal sparks his awareness of the original.,閱讀日記的第一篇激發了他的原創靈感。,0.7472724914550781,1:1,aligned_ch31.jsonl,44,0.7322271466255188
"Jerry takes another bite from the sandwich. “Fine, I’ll think about that, but we also need to figure out who would want to frame me,” he says, talking with a mouth half full.",傑瑞又咬一口三明治說：「好吧，我會好好想想的，但我們還需要弄清楚是誰想栽贓誣陷我。」,0.7453372478485107,2:1,aligned_ch22.jsonl,89,0.732329249382019
"Jerry looks over at his friend. Hans is staring at him, a hardened look on his face.",傑瑞盯著漢斯，漢斯也盯著傑瑞，神色肅穆。,0.6621180176734924,2:1,aligned_ch35.jsonl,60,0.7324494123458862
It’s all coming together now.,現在，所有的事情都聯繫在一起了。,0.8400462865829468,1:1,aligned_ch35.jsonl,63,0.7325731515884399
"“There was traveling,” he says. “Book tours.",「以前我常常去旅行，」他說，「書籍之旅。,0.8006365299224854,2:1,aligned_ch1.jsonl,125,0.732588529586792
The woman talking isn’t done.,女人的話沒有說完。,0.8366410136222839,1:1,aligned_ch13.jsonl,89,0.7326075434684753
Mrs. Smith doesn’t do that. Instead she takes two steps forward as if refusing to believe she’s been shot before coming to a stop.,但史密斯太太沒有像傑瑞那樣做，相反，她向前邁了兩步，好像不相信她會被槍擊中似的。,0.7724048495292664,2:1,aligned_ch36.jsonl,99,0.7326830625534058
Is his memory retreating?,他剛才走神了嗎？還是說他的記憶消失了？,0.6828217506408691,1:2,aligned_ch9.jsonl,197,0.7326885461807251
Hans makes the decision and Jerry follows.,漢斯選了個方向，傑瑞表示同意。,0.7052395343780518,1:1,aligned_ch30.jsonl,29,0.7328726649284363
"“They were going to bring me a gin and tonic,” Jerry says.",「他們要給我拿加奎寧水的杜松子酒。」傑瑞說。,0.7496129274368286,1:2,aligned_ch10.jsonl,206,0.7328795194625854
Her face tightened into a scowl when you told her you were drinking.,當你告訴她你還喝酒時，她皺緊了眉頭，臉陰沉沉的。,0.7981688976287842,1:1,aligned_ch26.jsonl,22,0.732903778553009
"“Last one,” Mayor says.",「最後一個。」,0.6718003749847412,1:1,aligned_ch9.jsonl,176,0.7329167723655701
"“You said fake it. You said, did I really think Gene Roddenberry had been to Mars?",「你說虛構就好，你真以為基恩·羅登貝瑞曾到過火星嗎？,0.8163655400276184,2:1,aligned_ch6.jsonl,143,0.7330854535102844
"He taps the side of his head as he asks the question, almost expecting it to make a wooden sound, like the table his parents used to have that was thick wood around the edges but hollow in the middle.",他邊問邊拍了一下頭，期待這一下能發出像敲擊木頭一樣的聲音。他父母曾用過一張桌子，邊緣是厚厚的木頭，中間卻是空的。,0.7628288269042969,1:2,aligned_ch0.jsonl,46,0.7331932187080383
nothing hidden in the wall?,……牆上藏不了東西？,0.7723957300186157,1:1,aligned_ch32.jsonl,238,0.7333812713623047
"She was very upset when you told her, and you were upset too, and why not? It’s something worth being upset about.",聽了你的話，她有些煩憂，你也很煩憂，這事兒本來就挺讓人煩憂的。,0.6790708303451538,2:1,aligned_ch3.jsonl,14,0.7334504127502441
"“With your neighbor when you were young, and with the florist, you knew them.",他說，「有你小時候的鄰居、花店老闆，你認識他們。,0.743222713470459,1:1,aligned_ch24.jsonl,202,0.7335495352745056
"Every author eventually has a last book—you just didn’t think you were there yet, and you didn’t think it would be a journal.",每一位作者最終都會有一部封筆之作，你只是覺得自己還沒到那步呢，所以你覺得這不單單是一本日記。,0.790153980255127,1:1,aligned_ch1.jsonl,40,0.7335789203643799
"“I have every right to stand in my street,” Mrs. Smith says, “he should be back in the nuthouse he got sentenced to.”",「我完全有權站在街上。」史密斯太太說，「他應該被判刑，回到療養院去。」,0.8290067315101624,1:2,aligned_ch12.jsonl,93,0.7336968183517456
"Jerry buries his face in his arms as he thinks about Sandra, and if it’s true, if he did hurt her, then what does anything else matter?",傑瑞趴在手臂上，心裏滿是桑德拉。要是這是真的，要是他真的殺害了她，還有什麼事算得上重要呢？,0.7774399518966675,1:2,aligned_ch10.jsonl,141,0.733750581741333
"“Sandra wouldn’t let you drink, and she took your credit card off you so you couldn’t go and buy them.",「桑德拉不讓你喝酒，她拿走了你的信用卡，所以你也不能買。,0.9017784595489502,1:1,aligned_ch32.jsonl,204,0.7338021993637085
"Could be the smell of fast food and coffee that has soaked into the pores of the upholstery, taking him back to times overseas where he’s eaten in takeaway joints while pressed for time.",也有可能是浸透擴散到車裡的快餐和咖啡的氣味把他帶回到旅居海外的時光，那時，因為時間緊迫，他經常叫外賣。,0.7440264225006104,1:1,aligned_ch9.jsonl,43,0.7338175773620605
"First some facts. We’re two stories high, and if you survive landing on your head from that height you’re going to wish you hadn’t.",首先，跟你說下現在的情況：我們在兩層樓高的地方，從這個高度頭朝下著地你還能活嗎？,0.6602672934532166,2:1,aligned_ch29.jsonl,54,0.7338213920593262
"Be that as it may, Jerry, she is sure it was you and, well, there’s no real delicate way of putting this, but after our conversation the other day, it seems like you’re paying me back.",「傑瑞，儘管如此，她很肯定是你乾的，雖然沒有辦法證實，但我覺得這是我們那天談話之後，你對我的報復。」,0.7764027714729309,1:1,aligned_ch9.jsonl,30,0.7340576648712158
She looks so much like Sandra back when Sandra was twentyfive. It’s spooky.,她太像二十五歲時的桑德拉了，母女倆簡直就是一個模子里刻出來似的，真是怪異啊。,0.7282059788703918,2:1,aligned_ch12.jsonl,53,0.7341479063034058
"On a good day, Henry is nothing more than a pen name, but on a bad day I sometimes wonder if he’s the one who takes over.",在美好的日子里，亨利只不過是一個筆名，但在糟糕的日子里，我有時在想是不是他的靈魂操縱了我的身體。,0.7107852101325989,1:1,aligned_ch31.jsonl,42,0.7341923713684082
"Eric can’t calm down, but he manages to stop coughing and he manages to stare at his two captors without struggling. He doesn’t manage to hide the fear in his face.",艾瑞克冷靜不下來，他想忍住不再咳嗽，不再掙扎，眼睛死死盯著兩個人，毫不掩蓋臉上的恐懼。,0.7747064828872681,2:1,aligned_ch29.jsonl,49,0.7342173457145691
"You sat at her kitchen table and drank a cup of tea and when she went to call Sandra, you asked her not to. This, of course, was after she explained you didn’t live there anymore, which by then you were figuring out.",你坐在她家的餐桌旁，喝了一杯茶，她要去打電話給桑德拉了，你叫她不要打，她向你解釋你並不住在這裏。,0.8180826902389526,2:1,aligned_ch27.jsonl,54,0.7342860698699951
"“And if there’s time, I was wondering, could I bounce some ideas off you?",「如果有時間，我想，您能給我指點指點嗎？,0.8091241121292114,1:1,aligned_ch12.jsonl,206,0.7345294952392578
“It’s . . .,「這是……,0.9333727955818176,1:1,aligned_ch12.jsonl,225,0.7347353100776672
“Just open the door.”,「開你的門。」,0.8531752824783325,1:1,aligned_ch33.jsonl,88,0.7349996566772461
"The computer’s word processor has been your medium ever since the day you wrote the words Chapter One of your first book, but using the computer for this . . .",自從你敲下你的第一本書的「第一章」這三個字的那天起，電腦的文字處理器就成了你的媒介，但使用電腦寫書……,0.8502505421638489,1:1,aligned_ch1.jsonl,24,0.7351462841033936
"“I got it,” Jerry says, his stomach turning at the thought, but not turning as much as Eric’s will be.",「明白了。」傑瑞說。一想到漢斯的主意，他的胃就開始翻騰，但艾瑞克的胃可能比他翻騰得還要厲害。,0.6525359749794006,1:3,aligned_ch28.jsonl,80,0.735169529914856
They are the words of Henry Cutter.,是亨利·卡特的話。,0.6543463468551636,1:1,aligned_ch33.jsonl,163,0.735289454460144
"Things weren’t going to be okay, and let’s not forget, Future Jerry, that by this point in the game she was already screwing the baker and the alarm guys and who knows who else.",不會好起來的，我們千萬不要忘了，未來的傑瑞，在這場遊戲中，她一直和麵包師胡搞，和安裝警報器的人胡搞，誰知道還有誰呢？,0.7661690711975098,1:1,aligned_ch27.jsonl,29,0.7353036403656006
